target,year,coverage_value,coverage_type,coverage_area
Arab States,2017,,Population covered by at least a 5G mobile network (%),Urban
Asia-Pacific,2017,,Population covered by at least a 5G mobile network (%),Urban
CIS,2017,,Population covered by at least a 5G mobile network (%),Urban
Europe,2017,,Population covered by at least a 5G mobile network (%),Urban
World,2018,,Population covered by at least a 5G mobile network (%),Urban
Low-income,2018,,Population covered by at least a 5G mobile network (%),Urban
Lower-middle-income,2018,,Population covered by at least a 5G mobile network (%),Urban
Upper-middle-income,2018,,Population covered by at least a 5G mobile network (%),Urban
High-income,2018,,Population covered by at least a 5G mobile network (%),Urban
Least Developed Countries (LDCs),2018,,Population covered by at least a 5G mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2018,,Population covered by at least a 5G mobile network (%),Urban
Small Island Developing States (SIDS),2018,,Population covered by at least a 5G mobile network (%),Urban
Africa,2018,,Population covered by at least a 5G mobile network (%),Urban
Americas,2018,,Population covered by at least a 5G mobile network (%),Urban
Arab States,2018,,Population covered by at least a 5G mobile network (%),Urban
Asia-Pacific,2018,,Population covered by at least a 5G mobile network (%),Urban
CIS,2018,,Population covered by at least a 5G mobile network (%),Urban
Europe,2018,,Population covered by at least a 5G mobile network (%),Urban
World,2019,,Population covered by at least a 5G mobile network (%),Urban
Low-income,2019,,Population covered by at least a 5G mobile network (%),Urban
Lower-middle-income,2019,,Population covered by at least a 5G mobile network (%),Urban
Upper-middle-income,2019,,Population covered by at least a 5G mobile network (%),Urban
High-income,2019,,Population covered by at least a 5G mobile network (%),Urban
Least Developed Countries (LDCs),2019,,Population covered by at least a 5G mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2019,,Population covered by at least a 5G mobile network (%),Urban
Small Island Developing States (SIDS),2019,,Population covered by at least a 5G mobile network (%),Urban
Africa,2019,,Population covered by at least a 5G mobile network (%),Urban
Americas,2019,,Population covered by at least a 5G mobile network (%),Urban
Arab States,2019,,Population covered by at least a 5G mobile network (%),Urban
Asia-Pacific,2019,,Population covered by at least a 5G mobile network (%),Urban
CIS,2019,,Population covered by at least a 5G mobile network (%),Urban
Europe,2019,,Population covered by at least a 5G mobile network (%),Urban
World,2020,15.6,Population covered by at least a 5G mobile network (%),Urban
Low-income,2020,0.0,Population covered by at least a 5G mobile network (%),Urban
Lower-middle-income,2020,1.1,Population covered by at least a 5G mobile network (%),Urban
Upper-middle-income,2020,2.5,Population covered by at least a 5G mobile network (%),Urban
High-income,2020,56.2,Population covered by at least a 5G mobile network (%),Urban
Least Developed Countries (LDCs),2020,0.1,Population covered by at least a 5G mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2020,0.8,Population covered by at least a 5G mobile network (%),Urban
Small Island Developing States (SIDS),2020,12.7,Population covered by at least a 5G mobile network (%),Urban
Africa,2020,0.1,Population covered by at least a 5G mobile network (%),Urban
Americas,2020,40.1,Population covered by at least a 5G mobile network (%),Urban
Arab States,2020,13.0,Population covered by at least a 5G mobile network (%),Urban
Asia-Pacific,2020,5.9,Population covered by at least a 5G mobile network (%),Urban
CIS,2020,0.6,Population covered by at least a 5G mobile network (%),Urban
Europe,2020,36.1,Population covered by at least a 5G mobile network (%),Urban
World,2021,30.7,Population covered by at least a 5G mobile network (%),Urban
Low-income,2021,0.0,Population covered by at least a 5G mobile network (%),Urban
Lower-middle-income,2021,4.8,Population covered by at least a 5G mobile network (%),Urban
Upper-middle-income,2021,25.2,Population covered by at least a 5G mobile network (%),Urban
High-income,2021,75.3,Population covered by at least a 5G mobile network (%),Urban
Least Developed Countries (LDCs),2021,0.2,Population covered by at least a 5G mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2021,2.5,Population covered by at least a 5G mobile network (%),Urban
Small Island Developing States (SIDS),2021,17.9,Population covered by at least a 5G mobile network (%),Urban
Africa,2021,2.2,Population covered by at least a 5G mobile network (%),Urban
Americas,2021,45.8,Population covered by at least a 5G mobile network (%),Urban
Arab States,2021,14.4,Population covered by at least a 5G mobile network (%),Urban
Asia-Pacific,2021,29.2,Population covered by at least a 5G mobile network (%),Urban
CIS,2021,2.4,Population covered by at least a 5G mobile network (%),Urban
Europe,2021,56.2,Population covered by at least a 5G mobile network (%),Urban
World,2022,47.6,Population covered by at least a 5G mobile network (%),Urban
Low-income,2022,1.5,Population covered by at least a 5G mobile network (%),Urban
Lower-middle-income,2022,11.9,Population covered by at least a 5G mobile network (%),Urban
Upper-middle-income,2022,56.6,Population covered by at least a 5G mobile network (%),Urban
High-income,2022,82.8,Population covered by at least a 5G mobile network (%),Urban
Least Developed Countries (LDCs),2022,1.6,Population covered by at least a 5G mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2022,5.2,Population covered by at least a 5G mobile network (%),Urban
Small Island Developing States (SIDS),2022,34.0,Population covered by at least a 5G mobile network (%),Urban
Africa,2022,4.5,Population covered by at least a 5G mobile network (%),Urban
Americas,2022,51.6,Population covered by at least a 5G mobile network (%),Urban
Arab States,2022,16.0,Population covered by at least a 5G mobile network (%),Urban
Asia-Pacific,2022,58.0,Population covered by at least a 5G mobile network (%),Urban
CIS,2022,3.8,Population covered by at least a 5G mobile network (%),Urban
Europe,2022,68.1,Population covered by at least a 5G mobile network (%),Urban
World,2023,60.7,Population covered by at least a 5G mobile network (%),Urban
Low-income,2023,2.6,Population covered by at least a 5G mobile network (%),Urban
Lower-middle-income,2023,48.8,Population covered by at least a 5G mobile network (%),Urban
Upper-middle-income,2023,61.7,Population covered by at least a 5G mobile network (%),Urban
High-income,2023,86.0,Population covered by at least a 5G mobile network (%),Urban
Least Developed Countries (LDCs),2023,3.8,Population covered by at least a 5G mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2023,8.6,Population covered by at least a 5G mobile network (%),Urban
Small Island Developing States (SIDS),2023,35.5,Population covered by at least a 5G mobile network (%),Urban
Africa,2023,13.7,Population covered by at least a 5G mobile network (%),Urban
Americas,2023,59.7,Population covered by at least a 5G mobile network (%),Urban
Arab States,2023,17.8,Population covered by at least a 5G mobile network (%),Urban
Asia-Pacific,2023,78.0,Population covered by at least a 5G mobile network (%),Urban
CIS,2023,5.8,Population covered by at least a 5G mobile network (%),Urban
Europe,2023,74.3,Population covered by at least a 5G mobile network (%),Urban
World,2024,67.1,Population covered by at least a 5G mobile network (%),Urban
Low-income,2024,9.8,Population covered by at least a 5G mobile network (%),Urban
Lower-middle-income,2024,53.7,Population covered by at least a 5G mobile network (%),Urban
Upper-middle-income,2024,71.1,Population covered by at least a 5G mobile network (%),Urban
High-income,2024,89.5,Population covered by at least a 5G mobile network (%),Urban
Least Developed Countries (LDCs),2024,15.4,Population covered by at least a 5G mobile network (%),Urban
Land Locked Developing Countries (LLDCs),2024,29.6,Population covered by at least a 5G mobile network (%),Urban
Small Island Developing States (SIDS),2024,41.4,Population covered by at least a 5G mobile network (%),Urban
Africa,2024,25.2,Population covered by at least a 5G mobile network (%),Urban
Americas,2024,70.4,Population covered by at least a 5G mobile network (%),Urban
Arab States,2024,20.7,Population covered by at least a 5G mobile network (%),Urban
Asia-Pacific,2024,81.9,Population covered by at least a 5G mobile network (%),Urban
CIS,2024,18.1,Population covered by at least a 5G mobile network (%),Urban
Europe,2024,80.6,Population covered by at least a 5G mobile network (%),Urban
World,2015,,Population covered by at least a 5G mobile network (%),Rural
Low-income,2015,,Population covered by at least a 5G mobile network (%),Rural
Lower-middle-income,2015,,Population covered by at least a 5G mobile network (%),Rural
Upper-middle-income,2015,,Population covered by at least a 5G mobile network (%),Rural
High-income,2015,,Population covered by at least a 5G mobile network (%),Rural
Least Developed Countries (LDCs),2015,,Population covered by at least a 5G mobile network (%),Rural
Land Locked Developing Countries (LLDCs),2015,,Population covered by at least a 5G mobile network (%),Rural
Small Island Developing States (SIDS),2015,,Population covered by at least a 5G mobile network (%),Rural
Africa,2015,,Population covered by at least a 5G mobile network (%),Rural
Americas,2015,,Population covered by at least a 5G mobile network (%),Rural
Arab States,2015,,Population covered by at least a 5G mobile network (%),Rural
Asia-Pacific,2015,,Population covered by at least a 5G mobile network (%),Rural
CIS,2015,,Population covered by at least a 5G mobile network (%),Rural
Europe,2015,,Population covered by at least a 5G mobile network (%),Rural
World,2016,,Population covered by at least a 5G mobile network (%),Rural
Low-income,2016,,Population covered by at least a 5G mobile network (%),Rural
Lower-middle-income,2016,,Population covered by at least a 5G mobile network (%),Rural
Upper-middle-income,2016,,Population covered by at least a 5G mobile network (%),Rural
High-income,2016,,Population covered by at least a 5G mobile network (%),Rural
Least Developed Countries (LDCs),2016,,Population covered by at least a 5G mobile network (%),Rural
Land Locked Developing Countries (LLDCs),2016,,Population covered by at least a 5G mobile network (%),Rural
Small Island Developing States (SIDS),2016,,Population covered by at least a 5G mobile network (%),Rural
Africa,2016,,Population covered by at least a 5G mobile network (%),Rural
Americas,2016,,Population covered by at least a 5G mobile network (%),Rural
Arab States,2016,,Population covered by at least a 5G mobile network (%),Rural
Asia-Pacific,2016,,Population covered by at least a 5G mobile network (%),Rural
CIS,2016,,Population covered by at least a 5G mobile network (%),Rural
Europe,2016,,Population covered by at least a 5G mobile network (%),Rural
World,2017,,Population covered by at least a 5G mobile network (%),Rural
Low-income,2017,,Population covered by at least a 5G mobile network (%),Rural
Lower-middle-income,2017,,Population covered by at least a 5G mobile network (%),Rural
Upper-middle-income,2017,,Population covered by at least a 5G mobile network (%),Rural
High-income,2017,,Population covered by at least a 5G mobile network (%),Rural
Least Developed Countries (LDCs),2017,,Population covered by at least a 5G mobile network (%),Rural
Land Locked Developing Countries (LLDCs),2017,,Population covered by at least a 5G mobile network (%),Rural
Small Island Developing States (SIDS),2017,,Population covered by at least a 5G mobile network (%),Rural
Africa,2017,,Population covered by at least a 5G mobile network (%),Rural
Americas,2017,,Population covered by at least a 5G mobile network (%),Rural
Arab States,2017,,Population covered by at least a 5G mobile network (%),Rural
